#CODE;RUSSIAN;x
ADD_AMBITION_EFFECT;$CHAR$ теперь хочет §Y$OBJECTIVE$§!\n;x
CANCEL_AMBITION_EFFECT;$CHAR$ больше не хочет §Y$OBJECTIVE$§!\n;x
ADD_PLOT_EFFECT;$CHAR$ начинает заговор §Y$OBJECTIVE$§!\n;x
CANCEL_PLOT_EFFECT;$CHAR$ отменяет заговор §Y$OBJECTIVE$§!\n;x
HAS_AMBITION;Амбиции;x
HAS_AN_AMBITION;Амбициозный;x
HAS_NO_AMBITION;Не амбициозный;x
HAS_CONFLICTING_AMBITION;Противоположные амбиции с $CHAR2$.;x
REL_PENTARCHS;Пентархия;x
REL_PENTARCHS_DESC;Пентархи были первоначально пятью патриархами христианской церкви. Их авторитет в качестве автокефальных патриархов признается в Православной Церкви. Мы должны возродить пять Пентархов, чтобы исцелить Великую Схизму (католичество против православия).;x
opinion_liege_vs_faction;Член фракции;x
AI_DEFENDING_AGAINST_EXTERNAL_THREAT;Я под сильным давлением;x
BM_KOMNENOS_DYNASTY;Алексиада;x
BM_KOMNENOS_DYNASTY_DESC;После серии опустошающих вторжений турецких войск, Византийская империя серьезно ослабла. Вся надежда на великого полководца Алексея Комнина, захватившего трон у коррумпированного Никифора III. Алексей - чья жизнь, а также жизнь его преемников, была задокументирована его дочерью Анной в "Алексиаде", смог остановить падение империи и оттеснить турецких захватчиков из западной Анатолии. На данный момент Анатолией правит Сулейман I, из династии Сельджуков, которая надменно называет свое государство "Султанат Рум"(Рим).;x
BM_THE_LATIN_EMPIRE;Латинская империя;x
BM_THE_LATIN_EMPIRE_DESC;Пресловутый Четвертый крестовый поход, который должен был вернуть Иерусалим, после вторжения в Египет был сорван,интригами венецианцев и коррумпированных лидеров свергнутого византийского императора Алексея IV, стремившегося вернуть себе потерянный трон. В результате трагических событий в Константинополе и последующего создания так называемой Латинской империи, почти никто из крестоносцев даже достиг Святой земли. В то же время, печально известный король Джон, брат Ричарда Львиное Сердце, правил в Англии, а христианские государства Испании встретились лицом к лицу с могущественным государством Альмохадов.;x
MARRIAGEEFFECT_MAT;§Y$WHO$§! Заключил матрилинейный брак с §Y$SPOUSE$§! .\n;x
HAS_PLOT;Заговор;x
I_SEE;Я вижу ...;x
NOT_DEFENDING_AGAINST_CLAIMANT;НЕ защищает титул "§Y$TITLE$§!" от претендента §Y$CLAIMANT$§!;x
DEFENDING_AGAINST_CLAIMANT;Защищает титул "§Y$TITLE$§!" от претендента §Y$CLAIMANT$§!;x
AT_WAR_OVER_TITLE_NOT;Отказывает в союзе против державы "§Y$TITLE$§!";x
AT_WAR_OVER_TITLE;В войну вступает §Y$TITLE$§!;x
nick_the_jackal;Шакал;x
opinion_foreign_conqueror;Чужеземный Завоеватель;x
IS_CONQUERED;Победил;x
IS_NOT_CONQUERED;Не победил;x
CANCEL_AMBITION;Отказ от цели;x
CANNOT_START_NEW_FOR_YEARS;Если Вы проигнорируете свои амбиции, Вы не сможете выбрать новые в течение §R$YEARS$§! лет.;x
HAS_A_PLOT;Имеет требования;x
HAS_NO_PLOT;Не имеет требований;x
TITLE_CREATION_REQ_KINGDOMS;Вы должны владеть как минимум §Y$KINGDOMS$§! королевскими титулами.;x
HAS_CONFLICTING_PLOT;Противоположное требование с $CHAR2$;x
CANNOT_CHANGE_PLOT;Я не могу изменить требование до §Y$DATE$§W!;x
alert_no_ambition_delayed;Вы должны выбрать Амбиции;x
CLICK_TO_SELECT_PLOT;Нажмите, чтобы выбрать Заговор;x
CLICK_TO_SELECT_AMBITION;Нажмите, чтобы выбрать Амбицию;x
SELECT_AMBITION_DESC;Вы должны выбрать жизненные амбиции Вашего персонажа - их успех будет приносить плюсы.;x
SELECT_PLOT_DESC;Вы можете начать заговор - хотя будьте осторожны, если Ваше мастерство интриги низкое или Ваши шпионы не заслуживают доверия.;x
SUCCESS_CONDITION;Успешные обстоятельства;x
SUCCESS_EFFECT;Успешный эффект;x
SELECT_PLOT_NO_AVAILABLE;В настоящее время нет подходящего заговора;x
FACTIONS;Фракции;x
JOIN_FACTION;Присоединение к фракции;x
JOIN_FACTION_DESC;Членство в фракции означает, что вы должны выполнять приказы ее лидера. Если фракция поднимет восстание, вы не сможете отказаться вступить в войну.;x
LEAVE_FACTION;Покинуть фракцию;x
FACTION_POWER;Численность:$MEN$ (Сила:$PERC$%);x
LEADS_FACTION;Возглавляет фракцию "§Y$FACTION$§!";x
LEADS_A_FACTION;Возглавляет фракцию;x
LEADS_NO_FACTION;Не возглавляет фракцию;x
IN_FACTION;Во фракции "§Y$FACTION$§";x
IN_A_FACTION;Во фракции;x
IN_NO_FACTION;Ни в какой фракции;x
HAS_LOWER_FACTION_POWER;Влияние фракции ниже §Y$VAL$%§W;x
HAS_HIGHER_FACTION_POWER;Влияние фракции выше §Y$VAL$%§W;x
ANY_FACTION_BACKER_STARTS;Поддерживает любую фракцию;x
LegacyOfRomeDLC;Legacy Of Rome (дополнение);x
COMPLETELY_CONTROLLED;§Y$TITLE$§! полностью контролируется;x
NOT_COMPLETELY_CONTROLLED;§Y$TITLE$§! не полностью контролируется;x
GOOD;Хорошо;x
OPINION_OF_CHAR_AS_LIEGE;Мнение о персонаже §Y$CHAR$§! (как о cюзерене);x
RULER_HAS_MOVED_CAPITAL;§Y[GetTitledFirstName]§ Не может снова перенести столицу в срок своего правления, если только это не является возвратом к исконной столице [PrimaryTitle.GetName].;x
RULER_CAN_MOVE_CAPITAL_TO_OLD;Даже если §Y[GetTitledFirstName]§! уже изменил столицу при своем правлении, разрешается переместить её сюда, в исконную столицу державы [PrimaryTitle.GetName].;x
CAN_ONLY_LEAD_X_FACTIONS;Позволено возглавлять только §Y$NUM$§! фракции!;x
START_FACTION_DESC;Вы имеете право возглавлять всего §Y$NUM$§! фракции. Выбирайте с умом.;x
PATRIARCHATE_TITLE;$TITLE$ Патриархат;x
e_roman_empire;Римская империя;x
e_roman_empire_adj;Римск;x
ANY_CLAIMANT_STARTS;Любой претендент;x
TRIGGER_SENIORITY_HEIR;Наследник по старшинству;x
TRIGGER_PRIMOGENITURE_HEIR;Наследник по первородству;x
#PENTARCH_DESC;§Y$TITLE$§! не имеет православного архиерея.;x
AUTOCEPHALOUS_PATRIARCHS;Автокефальные патриархи;x
AUTOCEPHALOUS_REL_HEAD_TITLE;Патриарх;x
REL_HEAD;Глава Церкви;x
AUTOCEPHALY_IRO;§YПоявление автокефального патриарха§!;x
#AUTOCEPHALY_DRO;Помимо исконных пяти патриархов - Пентархии - все православные царства и империи могут иметь своих собственных патриархов. Все религиозные обращения находятся в их сфере. Они всегда будут выполнять требования своего сюзерена, но только Вселенский Патриарх может предоставить Casus Belli. Каждый автокефальный Патриарх может Отлучать от церкви,в пределах своего царства.;x
SET_PARENT_RELIGION;§Y$RELIGION$§! религия становится ересью веры §Y$PARENT$§!.;x
SET_PARENT_RELIGION_NONE;§Y$RELIGION$§! религия больше не является ересью веры §Y$PARENT$§!.;x
BECOMES_INDEPENDENT_EFFECT;§Y$VASSAL$§! получает независимость.;x
BECOMES_LIEGE_EFFECT;§Y$LIEGE$§! становится сюзереном вассала §Y$VASSAL$§!;x
opinion_granted_independence;Даровал независимость;x
EVTTOOLTIP8000;[Root.PlotTarget.GetTitledName] получает Ваш ультиматум.;x
EVTDESC8005;Боюсь, что фракция которую я представляю должна настаивать на наследовании по старшинству. Мы готовы взяться за оружие, если Вы откажете, но будьте уверены, у нас есть достаточно людей для выполнения наших справедливых требований... \nС уважением,\n[From.GetTitledName];x
EVTTOOLTIP8005;[Root.Liege.GetTitledName] получает ультиматум.;x
EVTOPTB8005;Только через мой труп!;x
EVTDESC8010;Боюсь, что фракция которую я представляю должна настаивать на первородном наследовании. Мы готовы взяться за оружие, если Вы откажете, но будьте уверены, у нас есть достаточно людей для выполнения наших справедливых требований.\nПодпись:\n[From.GetTitledName];x
EVTDESC8015;Боюсь, что фракция которую я представляю должна настаивать на выборной монархии. Мы готовы взяться за оружие, если Вы откажете, но будьте уверены, у нас есть достаточно людей для выполнения наших справедливых требований.\nПодпись:\n[From.GetTitledName];x
EVTDESC8020;Боюсь, что фракция которую я представляю должна настаивать на равном разделе. Мы готовы взяться за оружие, если Вы откажете, но будьте уверены, у нас есть достаточно людей для выполнения наших справедливых требований.\nПодпись:\n[From.GetTitledName];x
EVTDESC8025;Слишком долго Корона ограничивала наши исторические права и свободы. Настало время для большей самостоятельности! Сделайте это мирно или столкнитесь с последствиями. Будьте уверены, я соберу всех кто согласен со мной...\nПодпись:\n[From.GetTitledName];x
EVTDESC8035;Даём Вам время для признания полной независимости государства "[From.PrimaryTitle.GetName]" и союзных нам земель. Будем разумны, насилие нам ни к чему.\nС уважением,\n[From.GetTitledName];x
EVTDESC8036;[Root.GetFirstName] услышьте наши требования. [From.SupportedClaimant.GetTitledName] является истинным правителем государства [From.SupportedClaimantTitle.GetName], что признано мной и другими вассалами. Откажитесь от титула или будет война!\nПодпись:\n[From.GetTitledName];x
EVTDESC8061;То, что [Root.SupportedClaimant.GetTitledName] поддерживается вами, шокирует меня. Однако для того, чтобы избавить страну от мучительной гражданской войны, я отрекаюсь от титула в [Root.SupportedClaimant.GetAbsPossPronoun] пользу.\nПодпись:\n[From.GetTitledName];x
EVTDESC8069;Ваше неверие в мои обязанности в качестве Вашего сюзерена печалит меня, но я признаю Ваше желание управлять своей судьбой. Однако впредь, не ожидайте моего покровительства или дружбы.\nПодпись:\n[From.GetTitledName];x
EVTDESC8075;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] соглашается изменить право наследования. Ваш вклад в этот конфликт не будет забыт.\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8076;[From.GetTitledName] соглашается с требованиями фракции "Старшинство". Право наследования было изменено.;x
EVTDESC8080;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] соглашается изменить право наследование на первородство. Ваш вклад в этот конфликт не будет забыт.\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8081;[From.GetTitledName] соглашается с требованиями фракции "Первородство". Право наследования было изменено.;x
EVTDESC8085;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] соглашается изменить право наследования на выборную монархию. Ваш ценный вклад в этот конфликт не будет забыт.\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8086;[From.GetTitledName] соглашается с требованиями и ввел выборную монархию. Закон был изменен.;x
EVTDESC8090;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] соглашается ввести равный раздел. Ваш ценный вклад в этот конфликт не будет забыт.\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8091;[From.GetTitledName] соглашается с требованиями фракции "Равный Раздел". Право наследования было изменено.;x
EVTDESC8095;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] соглашается пойти на уступки. Ваш ценный вклад в этот конфликт не будет забыт.\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8094;Под давлением влиятельной фракции, [From.GetTitledName] решает понизить Авторитет Короны.;x
EVTDESC8097;Вместо того, чтобы позволить гражданской войне разорвать страну, [From.GetTitledName] решает освободить нас от вассальной клятвы. Ваш вклад не будет забыт.\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8093;Под давлением влиятельной фракции, [From.GetTitledName] решает, что [FromFrom.PrimaryTitle.GetFullName] и другие вассалы освобождаются от своих вассальных клятв.;x
EVTDESC8098;Чудесные новости! [From.GetTitledName] услышав наши требования и поступив мудро, устанавливает, что теперь [FromFrom.SupportedClaimant.GetTitledName] - правитель государства [FromFrom.SupportedClaimantTitle.GetName]. Да начнется пир!\nС уважением,\n[FromFrom.GetTitledName];x
EVTDESC8099;[From.GetTitledName] соглашается с требованиями фракции. [FromFrom.SupportedClaimant.GetTitledName] теперь правит в государстве [FromFrom.SupportedClaimantTitle.GetName].;x
WAR_NAME_FACTION_INDEPENDENCE;$ORDER$ $FIRST_ADJ$ая война за независимость;x
cb_faction_independence_desc;Сепаратисты, которых возглавляет §Y$CLAIMANT$§!, могут потребовать независимость от государства §Y$TARGET$§!;x
alert_powerful_factions_instant;§YОпасная Фракция§!;x
alert_powerful_factions_delayed;В вашей стране существует опасная фракция:\n$LIST$;x
faction_succ_seniority_short;Старшинство;x
faction_succ_seniority_title;"Старшинство" - [This.GetName];x
faction_succ_seniority_desc;Сторонники стремятся утвердить наследование по старшинству в государстве [This.GetName]. При достаточном влиянии, §Y[From.GetBestName]§! может послать ультиматум, который получит §Y[From.Liege.GetBestName]§!.;x
faction_succ_primogeniture_short;Первородство;x
faction_succ_primogeniture_title;"Первородство" - [This.GetName];x
faction_succ_primogeniture_desc;Сторонники стремятся утвердить наследование по первородству в государстве [This.GetName]. При достаточном влиянии, §Y[From.GetBestName]§! может послать ультиматум, который получит §Y[From.Liege.GetBestName]§!.;x
faction_succ_feudal_elective_short;Выборность;x
faction_succ_feudal_elective_title;"Выборность" - [This.GetName];x
faction_succ_feudal_elective_desc;Сторонники стремятся установить выборную монархию в государстве [This.GetName]. При достаточном влиянии, §Y[From.GetBestName]§! может послать ультиматум, который получит §Y[From.Liege.GetBestName]§!.;x
faction_succ_gavelkind_short;Равный Раздел;x
faction_succ_gavelkind_title;"Равный Раздел" - [This.GetName];x
