#CODE;RUSSIAN;x
IS_NOT_LOVER_OF;и §Y$WHO$§! - НЕ любовники;x
IS_LOVER_OF;и §Y$WHO$§! - любовники;x
HAS_LESS_SPOUSES_THAN;Имеет меньше супруг, чем ;x
HAS_MORE_SPOUSES_THAN;Число супруг по крайней мере ;x
HAS_LESS_CONSORTS_THAN;Имеет меньше супруг, чем ;x
HAS_MORE_CONSORTS_THAN;Число супруг по крайней мере ;x
HAS_LESS_LOVERS_THAN;Имеет меньше любовниц(ков), чем ;x
HAS_MORE_LOVERS_THAN;Число любовниц(ков) по крайней мере ;x
ANY_LOVER_STARTS;Любой любовник ;x
AIREASON_AGE_DIFFERENCE;Разница в возрасте;x
ANY_CLAIM_STARTS;Любые претензии;x
IS_PACIFIST;Является пацифистом ;x
IS_NOT_PACIFIST;НЕ является пацифистом ;x
EVTDESC_RoI_10003;Мой [GetFromRelation] показывает все признаки того, что он - перевоплощённый [GetFromReincarnationRelation] [From.Reincarnation.GetFirstName]. Маленький [From.GetFirstName] часто говорит о семье и старых друзьях, многих даже называет по имени.;x
conscript_merchant_ships;Привлечь торговые корабли;x
conscript_merchant_ships_desc;Располагая владениями за рубежом, моя держава имеет довольно много торговых судов, которые могут быть привлечены к действиям на время войны, конечно, за кругленькую сумму золота...;x
HAS_NO_OVERSEAS_HOLDINGS;НЕ имеет заморских владений;x
HAS_OVERSEAS_HOLDINGS;Имеет заморские владения;x
OUT_OF_SUPPLIES;Этот отряд лишён припасов уже;x
MATCHMAKING_SERVER_HOST_TITLE;Игровые настройки сервера;x
SAMRAT_CHAKRAVARTIN;Самрат Чакравартин;x
SAMRAJNI_CHAKRAVARTIN;Самраджни Чакравартин;x
CHARVIEW_RELATIONS;Отношения;x
ADD_FRIEND_EFFECT;$WHO$ и §Y$OTHER$§W станут близкими друзьями.\n;x
REMOVE_FRIEND_EFFECT;Дружба между $WHO$ и §Y$OTHER$§W закончится.\n;x
ADD_RIVAL_EFFECT;$WHO$ и §Y$OTHER$§W станут непримиримыми соперниками.\n;x
REMOVE_RIVAL_EFFECT;Соперничество между $WHO$ и §Y$OTHER$§W закончится.\n;x
AIREASON_GLAD_TO_TAKE_HOSTAGE;Рад взять в заложники;x
convert_to_local_culture;Принять местную [Root.Capital.Culture.GetName]ую культуру;x
convert_to_local_culture_desc;Я постоянно ловлю себя на том, что думаю на [Root.Capital.Culture.GetName]ом языке. Я правлю [Root.Capital.Culture.GetName]им народом города [Root.Capital.GetName], но действительно ли я как они?;x
convert_to_local_religion;Принять [Root.Capital.Religion.GetName] (местную веру);x
convert_to_local_religion_desc;Люди, исповедующие §Y[Root.Capital.Religion.GetName]§! из города §Y[Root.Capital.GetName]§! произвели на меня впечатление глубиной и страстью своей веры. Мне хочется принять их веру и приобщиться к славе, которую несёт §Y[Root.Capital.Religion.GetRandomGodName]§! ...;x
e_india;Индия;x
EVTDESC_RoI_403;Ганг является воплощением всех священных вод в индуистской мифологии и персонифицируется в лице богини Ганги. Так как Вы живете довольно близко к этой великой реке, Ваш Упадхьяйя советует посетить её.;x
EVTOPTA_RoI_403;Я пойду.;x
EVTOPTB_RoI_403;У меня нет времени.;x
EVTDESC_RoI_404;Вы приехали к берегу Ганга и входите в храм на берегу реки, избегая толпы простых паломников. Священные воды дадут ритуал очищения и укрепят Вашу связь с божественным.;x
EVTOPTA_RoI_404;Я вхожу в воду и Ганг смывает мои грехи.;x
EVTDESC_RoI_3150;Ваш придворный гуру немногословен. Он даёт странные советы, а также несколько раз был пойман на пьянстве. Вы начинаете сомневаться, что он настоящий гуру.;x
EVTOPTA_RoI_3150;Это нужно выяснить.;x
EVTOPTB_RoI_3150;Да кого это волнует?;x
EVTDESC_RoI_3151;Вы несколько недель наблюдаете за своим придворным гуру. Он тайно пьет и курит травы, посещает в маске публичный дом и тратит на карточные игры деньги, которые получает от пожертвований.;x
EVTOPTA_RoI_3151;Придётся поговорить с ним.;x
EVTOPTB_RoI_3151;Меня устраивает такой тип гуру.;x
EVTDESC_RoI_3152;Когда Вы начинаете говорить со своим гуру о его привычках, он падает ниц и молит о пощаде: "Признаюсь, я самозванец. Пожалуйста, помилуйте меня  -  я простой человек, пытавшийся заработать себе на жизнь".;x
EVTOPTA_RoI_3152;Эта темница для тебя!;x
EVTOPTB_RoI_3152;Покинь мой дворец. Твои фокусы закончены.;x
EVTDESC_RoI_3100;К Вам приходит придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путем в жизни. Не подобает благородному правителю быть пьяницей". Он кланяется и молча смотрит на Вас.;x
EVTOPTA_RoI_3100;Я попытаюсь исправиться.;x
EVTOPTB_RoI_3100;Оставь меня в покое.;x
