#CODE;RUSSIAN;x
PLOT_POWER_CONTRIB_LOWER_THAN;Роль в заговоре $PLOTTER$ против $PLOT$ меньше чем §Y$POWER$%§!\n;x
PLOT_POWER_CONTRIB_AT_LEAST;Роль в заговоре $PLOTTER$ против $PLOT$ не менее чем §Y$POWER$%§!\n;x
#INTERACTION_CANNOT_JOIN_VASSAL_WAR;Мы не можем присоединиться к войнам наших вассалов (за исключением Крестовых походов или Джихадов);x
KILLER;Убийца;x
ANY_SPOUSE_STARTS;Любой супруг;x
IS_MAIN_SPOUSE;Первый супруг;x
IS_NOT_MAIN_SPOUSE;Непервый супруг;x
CONQUEST_CULTURE_EFFECT;Покорение §Y$CULTURE$ой§! культурой\n;x
CONQUEST_CULTURE_EFFECT_FREED;Освобождение от §Y$CULTURE$ого§! ига\n;x
MAKE_PRIMARY_SPOUSE_EFFECT;$WHO$ теперь в первом супружестве с $SPOUSE$.\n;x
MAKE_NOT_PRIMARY_SPOUSE_EFFECT;$WHO$ более не состоит в первом супружестве с $SPOUSE$.\n;x
HAVE_CONQUEST_CULTURE;Покорено §Y$CULTURE$ой§! культурой\n;x
HAVNT_CONQUEST_CULTURE;НЕ покорено §Y$CULTURE$ой§! культурой\n;x
DISMISS_ALLOW_DESCRIPTION;Будет отменено, если следующее условие станет верным:;x
DIPLO_OF_POPE;Дипломатия главы религии;x
INTERACTION_REQUIRES_FEWER_WIVES;§Y$CHAR$§W имеет меньше  §Y$NUM$§W жен;x
INTERACTION_REQUIRES_NO_OTHER_MARRIAGE;§Y$CHAR$§W не состоит в браке;x
INTERACTION_REQUIRES_NO_TRUCE_OR_REV_REASON;У Вас должна быть особая причина для отмены перемирия;x
INTERACTION_VALID_REASON;Так как у Вас есть веский повод - никто не будет против.;x
tribal_invasion_desc;Вы можете не беспокоиться о правовых вопросах - вершите правосудие! §Y$CLAIMANT$§! может вторгаться в земли, которыми владеет §Y$TARGET$§!. В случае успеха все титулы будут присвоены, а вассалы подчинятся нам.;x
decadence_invasion_desc;Вы можете не беспокоиться о правовых вопросах - вершите правосудие! §Y$CLAIMANT$§! может вторгаться в земли, которыми владеет §Y$TARGET$§!.;x
title_food_taster;Дегустатор;x
title_food_taster_desc;У дегустатора сомнительное удовольствие пробовать всю еду, прежде чем ее передадут повелителю;x
title_court_calligrapher;Придворный каллиграф;x
title_court_calligrapher_desc;Подозрение в подделки почерка делает судей каллиграфов очень уважаемыми в исламском мире.;x
title_court_musician;Придворный музыкант;x
title_court_musician_desc;Музыканты всегда готовы развлечь спокойной или веселой музыкой.;x
title_court_poet;Придворный поэт;x
title_court_poet_desc;Исламские поэты пользуются большим почетом и уважением, зачастую и в религиозных вопросах, но иногда они выходят за рамки дозволенного.;x
title_chief_architect;Главный архитектор;x
title_chief_architect_desc;Главный архитектор ответственен за проектирование и наблюдение за строительством дворцов, мечетей и великих памятников.;x
title_chief_qadi;Верховный Кади;x
title_chief_qadi_desc;Верховный Кади - высший судья и авторитет в законах Шариата. Самое престижное из всех мусульманских почетных званий, доступное только людям с отличным религиозным образованием.;x
title_court_dwarf;Карлик;x
title_court_dwarf_desc;Карлики - объекты восхищения и любопытства. Иметь одного при дворе дело престижа.;x
job_spiritual_muslim;Имам;x
job_spiritual_shiite;Мулла;x
job_chancellor_iranian;Великий Визирь;x
job_chancellor_turkish;Великий Визирь;x
PROV911;Тимбукту;x
PROV912;Аудагост;x
PROV913;Гана;x
PROV914;Гао;x
PROV915;Дженне;x
PROV916;Тегаза;x
PROV917;Арауан;x
PROV918;Сиджильмаса;x
PROV919;Уалата;x
PROV920;Уадан;x
PROV921;Иджил;x
PROV922;Тадмекка;x
PROV923;Плато Адрар;x
PROV924;Западная Сахара;x
PROV925;Мали;x
PROV926;Бамбук;x
PROV927;Зарма;x
PROV928;Гурма;x
TITLE_CREATION_EMPEROR_DESC;Вы должны контролировать §Y$REQ_PERC$%§! де-юре провинций, чтобы создать этот титул. На данный момент Вы контролируете $PERC$ ($HELD$/§Y$ALL$§!). Создав этот титул Вы получите §G$PRESTIGE$§! Престижа, но потратите §R$GOLD$§!¤ и §R$PIETY$§! Благочестия.;x
c_ifni_adj;Тарудантск;x
c_tharasset_adj;Тамдультск;x
e_persia;Персидская Империя;x
e_persia_adj;Персидск;x
e_arabia;Арабская Империя;x
e_arabia_adj;Арабск;x
k_volga_bulgaria;Волжская Булгария;x
k_volga_bulgaria_adj;Булгарск;x
k_perm;Пермь Великая;x
k_perm_adj;Великопермск;x
k_taurica;Таврика;x
k_taurica_adj;Таврическ;x
k_alania;Алания;x
k_alania_adj;Аланск;x
k_khiva;Хива;x
k_khiva_adj;Хиванск;x
e_britannia;Британия;x
e_britannia_adj;Британск;x
e_spain;Испания;x
e_spain_adj;Испанск;x
west_african;Западно-африканская;x
manden;Манденск;x
k_byzantium;Греция;x
k_byzantium_adj;Греческ;x
k_anatolia;Анатолия;x
k_anatolia_adj;Анатолийск;x
k_ruthenia;Южная Русь;x
k_ruthenia_adj;Южнорусск;x
e_russia;Русь;x
e_russia_adj;Русск;x
e_scandinavia;Скандинавия;x
e_scandinavia_adj;Скандинавск;x
e_france;Франкская Империя;x
e_france_adj;Франкск;x
mujahid;Моджахед;x
mujahid_desc;Этот человек - ветеран Джихада;x
hajjaj;Хаджи;x
hajjaj_desc;Этот человек совершил Хадж - паломничество в Мекку;x
on_hajj;На Хадже;x
on_hajj_desc;Этот человек совершает паломничество в Мекку;x
faqih;Факих;x
faqih_desc;Этот человек обучался исламскому праву.;x
hafiz;Хафиз;x
hafiz_desc;Этот человек выучил Коран наизусть;x
sayyid;Сейид;x
sayyid_desc;Почётный титул у мусульман для потомков пророка Мухаммада через его дочь Фатиму и внука Хусейна.;x
mirza;Мирза;x
mirza_desc;Мать этого персонажа - Сейид (патрилинейным образом произошла от Пророка Мухаммеда);x
scarred;Шрамы;x
scarred_desc;Старые раны оставили на нем множество шрамов;x
pilgrim;Паломник;x
pilgrim_desc;Персонаж совершил большое паломничество;x
MUSLIM_VIEW;$TRAIT$: $VALUE$;x
AIREASON_IS_HIGHER_RANK_SPOUSE;Я в супружестве с §Y[GetTitledFirstName]§! и моя вторая половина выше рангом;x
AIREASON_WILL_NOT_MARRY_INFIDELS;§Y[GetTitledFirstName]§! не может сочетаться браком с неверными;x
