#CODE;RUSSIAN;x
EVTDESC_CM_1181;[From.GetDynName] считает, что [From.GetHersHis] [From.GetSonDaughter] [From.GetTitledFirstName] будет лучше править с [From.GetHersHis] мудрыми наставлениями, и решила взять регентство на себя. Похоже, вы ничего не можете с этим поделать...;x
EVTOPTA_CM_1181;Ясно...;x
EVTOPTB_CM_1181;Я так не думаю!;x
EVTDESC_CM_1182;Ваша мать [FromFrom.GetFirstName] решила, что она станет лучшим регентом чем [From.GetTitledFirstName].;x
EVTOPTA_CM_1182;Ей лучше знать.;x
EVTOPTB_CM_1182;Хм... Кто же здесь правит на самом деле?;x #[From.PrimaryTitle.GetTier]?
EVTDESC_CM_1192;Распространяются довольно устойчивые и пугающие подробностями слухи о том, как Ваша мать [Root.Mother.GetFirstName] сумела соблазнить влиятельную особу, занимаясь плотскими утехами за Вашей спиной. Но главное, что эта особа - никто иной, как Ваш(а) [From.GetHusbandWife] [From.GetFirstName]...;x
EVTOPTA_CM_1192;Полная ерунда.;x
EVTOPTC_CM_1192;Мать отправится в монастырь.;x
EVTOPTB_CM_1192;[From.GetFirstName], увы, придётся тебя отослать.;x
EVTOPTD_CM_1192;Они должны быть наказаны.;x
EVTOPTE_CM_1192;Больно сознавать, но подземелье - единственный вариант.;x
EVTDESC_CM_1132;Моему бывшему сюзерену по имени [Root.GetFirstNameWithNick]\n\nС огромным сожалением я сообщаю Вам о своей клятве верности истинному правителю франков. Я не нахожу Вашу претензию, удовлетворительной и буду служить сильному королю.\nВо славу Франкской империи,\n[From.GetBestName];x
EVTOPTA_CM_1132;Печально...;x
ERA_CHAR_INFO_74441;Сомесвара I стал королем западных Чалукьев в 1042г, после чего он основал город Кальяни и сделал его своей столицей. Он был очень активным и энергичным правителем, но провел большую часть своего правления ведя войны против преемственности правителей из династии Чола, которые были его соперникпит за господство над Венги. Невозможность добиться победы против своих врагов и мучившая его неизлечимая болезнь, привели Сомесвару, в конечном счете, к тому, что он покончил жизнь самоубийством, утопившись в реке Тунгабхадра.;x
event_CM_1172_tooltip;[From.GetDynName] покидает Ваш двор.\n;x
EVTDESC_CM_1401;[Root.Liege.GetTitledFirstName] - могущественный правитель, но приходится [Root.Liege.GetHerHim] служить, это уже порядком меня достало. Возможно, пора искать союзников за рубежом - франки на севере становятся всё сильнее и явно не в восторге от [Root.Liege.GetOnlyDynastyName]ов. Я могу покляться им в верности в обмен на поддержку, а когда они помогут, всегда смогу нарушить обещание...;x
EVTOPTA_CM_1401;Отправлю к ним посланника.;x
EVTOPTB_CM_1401;Нет, такой риск не оправдан.;x
EVTDESC_CM_1402;Очень необычная делегация прибыла из Испании. Приблизившись к Вам, посол сразу начинает говорить: "[From.GetTitledNameWithNick] просит, чтобы [Root.PrimaryTitle.GetFOA] оказали поддержку против злобного тирана, всем известного как [From.Liege.GetTitledName]. [Root.PrimaryTitle.GetFOA] могли бы помочь своими вооружёнными силами в нашем восстании против [From.Liege.GetOnlyDynastyName]ского ига. В случае успеха, [From.GetTitledNameWithNick] обещает служить Вам верой и правдой.;x
EVTOPTA_CM_1402;Ну что ж, хорошо, подпишем соглашение.;x
EVTOPTB_CM_1402;Прошу прощения, испанская политика меня не волнует.;x
EVTDESC_CM_1403;Ваши послы вернулись из Франкии с дурными вестями. [From.GetTitledName] отказывает в Вашей просьбе о поддержке против [Root.Liege.GetOnlyDynastyName]ов.;x
EVTOPTA_CM_1403;Весьма прискорбно.;x
