#CODE;RUSSIAN;x
REL_CAPTOR;Захватчик;x
PALACE_NAME;Поместье - $DYNASTY$;x
family_palace;Резиденция;x
family_palace_baron;Патриций;x
family_palace_baron_female;Леди;x
family_palace_barony_of;Поместье;x
family_palace_baron_foa;Достопочтенный сэр;x
family_palace_baron_deed;Кресло;x
fp_mansion_1;Особняк;x
fp_mansion_2;Большой особняк;x
fp_mansion_3;Палаты;x
fp_mansion_4;Дворец;x
fp_barracks_1;Помещение охраны;x
fp_barracks_2;Кузница;x
fp_barracks_3;Оружейная;x
fp_stable_1;Малая конюшня;x
fp_stable_2;Конный манеж;x
fp_stable_3;Конный завод;x
fp_bowyer_1;Флетчер;x
fp_bowyer_2;Стрельбище;x
fp_bowyer_3;Арбалетная мастерская;x
fp_shipyard_1;Комната карт;x
fp_shipyard_2;Частная верфь;x
fp_shipyard_3;Морской арсенал;x
fp_warehouse_1;Военный склад;x
fp_warehouse_2;Архивная палата;x
fp_warehouse_3;Канцелярия;x
fp_garden_1;Сад;x
fp_garden_2;Пруд;x
fp_garden_3;Лабиринт;x
fp_cellar_1;Винный погреб;x
fp_cellar_2;Катакомбы;x
fp_cellar_3;Подземелье;x
fp_shrine_1;Святилище;x
fp_shrine_2;Частная галерея;x
fp_shrine_3;Библиотека;x
fp_vault_1;Хранилище;x
fp_vault_2;Потайные ходы;x
fp_vault_3;Скрытая палата;x
fp_mansion_1_desc;Этот особняк принадлежал семье много поколений, и, хотя он выглядит не слишком впечатляюще, содержит все необходимые удобства.;x
fp_mansion_2_desc;Этот особняк достаточно впечатляющ, чтобы внушать уважение окружающим. Ясно, что в нём живет важная персона.;x
fp_mansion_3_desc;Дворец, достойный короля. В ясный день блеск его башен заметен издалека. И хотя это всего лишь кирпич и раствор, он - сердце всей династии;x
fp_mansion_4_desc;Во истину, великолепие этого дворца могло бы стать предметом зависти римского императора. Большие залы, сияющие золотом и мрамором, сотни слуг снующих каждый день в угоду своим хозяевам. Это ничто иное, как памятник величия династии.;x
fp_barracks_1_desc;Охрана родового имения располагается в небольших казармах. Несмотря на тесноту и грязь, она достойно защищает его от нарушителей.;x
fp_barracks_2_desc;Умелый мастер открыл свою кузницу при дворе. Это поможет снабдить оружием новых рекрутов.;x
fp_barracks_3_desc;Оружейная палата хранит достаточно снаряжения, чтобы вооружить небольшое войско в любой момент.;x
fp_stable_1_desc;Эти небольшие стойла за стенами, пахнущие сеном и навозом, содержат лошадей для охраны и гостей.;x
fp_stable_2_desc;Несколько больших полей неподалёку были любезно "пожертвованы" местными фермерами для конных прогулок. Здесь бойцы могут поупражняться в верховой езде.;x
fp_stable_3_desc;Коневод открыл своё дело при дворе. Большие загоны вмещают сотни животных и гарантируют стабильные поставки лошадей для местных вооруженных сил;x
fp_bowyer_1_desc;Мастер отрыл небольшую лавку при дворе. Здесь он может делать новые луки и чинить сломанные по мере надобности.;x
fp_bowyer_2_desc;Это стрельбище позволяет мужчинам практиковаться в стрельбе из лука. Несколько мишеней расположены на разном расстоянии, но еще никому не удалось расщепить выстрелом чужую стрелу.;x
fp_bowyer_3_desc;Арбалет - изумительное изобретение. И хотя он не может стрелять так же быстро, как длинный лук, но требует намного меньше тренировок для эффективного применения. Эта мастерская гарантирует стабильную поставку такого оружия.;x
fp_shipyard_1_desc;Эта комната - мечта картографа, она содержит бесценные карты всех видов. Некоторые, как утверждают, относятся ко времени древних греков, прочие же, точность которых не может быть оценена с какой-либо определенностью, изображают странные земли далеко на Востоке.;x
fp_shipyard_2_desc;Эта верфь, расположенная вдоль побережья, была зарезервирована исключительно для нужд семьи. Умелые судостроители всегда готовы делать новые корабли.;x
fp_shipyard_3_desc;Этот военно-морской арсенал расположен в столице, но полностью принадлежит семье, зарезервировавшей его для частных нужд. Это огромный комплекс, в котором есть всё необходимое, чтобы собрать и повести в бой целый флот.;x
fp_warehouse_1_desc;Большой склад содержит все необходимые припасы для боя, как на море, так и на суше.;x
fp_warehouse_2_desc;Легко потеряться в этом колоссальном архиве. Он хранит документы и отчеты всех активов семьи, от кораблей и построек до отдельных солдат и служащих.;x
fp_warehouse_3_desc;Это ведомство действует, как нервный центр всей династической империи. Здесь клерки и чиновники наблюдают за ежедневными делами торговли и флота.;x
fp_garden_1_desc;Большой впечатляющий сад наполнен множеством чудес природы. Такая спокойная обстановка идеально подходит для тихого созерцания.;x
fp_garden_2_desc;Этот живописный пруд с лебедями является главным украшением двора. Небольшой фонтан в центре орошает брызгами воздух, а прямо над поверхностью воды можно наблюдать мирно плавающих карпов.;x
fp_garden_3_desc;Ни один достойный сад не обходится без него. Этот запутанный лабиринт восхищает посетителей, многие сановники часами блуждали по его извилистым тропам.;x
fp_cellar_1_desc;Богатый винный погреб - насущная необходимость для знатного человека. И этот не разочарует своим изобилием. Некоторые вина в нём восходят к временам полувековой давности.;x
fp_cellar_2_desc;В этих катакомбах находятся фамильные склепы. Здесь бесчисленные поколения, восходящие вглубь веков, соединяются в вечном сне. Пусть они покоятся с миром.;x
fp_cellar_3_desc;Этот обширный комплекс подземелий спрятан достаточно глубоко под землей, чтобы скрывать крики своих несчастных обитателей. Любое воображаемое орудие пыток можно найти в этих холодных и темных камерах.;x
fp_shrine_1_desc;Уединенное святилище, сокрытое в спокойном месте. Здесь мужчины и женщины могут проводить своё время в молитве и самосозерцании.;x
fp_shrine_2_desc;Эта большая галерея содержит произведения искусства, накопленные членами династии за долгие годы - от современных гобеленов до древних мраморных скульптур из Греции и Рима.;x
fp_shrine_3_desc;Огромная библиотека хранит всевозможные старинные книги на разных языках, собранные со всех концов мира членами этой династии. Ни один из ныне живущих не прочёл их все, но здесь по крайней мере они защищены для потомков.;x
fp_vault_1_desc;Это укрепленное хранилище содержит все сокровища семьи, собранные за многие годы. Только у главы династии есть доступ к ключам, но истории об огромной груде золотых монет, в которую человек может нырнуть и зарыться, словно суслик, конечно лгут.;x
fp_vault_2_desc;Эти тайные ходы позволяют знающему человеку быстро перемещаться из одного места в другое без риска быть замеченным, потянув за нужный подсвечник, книжную полку или выступ камина. Идеально для побега от убийц или неловких общественных мероприятий.;x
fp_vault_3_desc;В эту скрытую палату можно попасть только через один из тайных ходов, и даже тогда, необходимо несколько специальных ключей. Она служит хорошо защищенным местом для главы династии, где он или она может безопасно строить планы по завоеванию мира, не отвлекаясь и не раздражаясь.;x
#tr_port_1;Малый торговый порт;x
tr_port_1;Торговый порт;x
tr_port_2;Торговый порт;x
tr_port_3;Торговый порт;x
#tr_port_3;Большой торговый порт;x
#tr_warehouse_1;Небольшой склад;x
tr_warehouse_1;Склад;x
tr_warehouse_2;Склад;x
tr_warehouse_3;Склад;x
#tr_warehouse_3;Большой склад;x
#tr_enclave_1;Малый торговый анклав;x
tr_enclave_1;Торговый анклав;x
tr_enclave_2;Торговый анклав;x
tr_enclave_3;Торговый анклав;x
#tr_enclave_3;Большой торговый анклав;x
#tr_garrison_1;Малый гарнизон;x
tr_garrison_1;Гарнизон;x
tr_garrison_2;Гарнизон;x
tr_garrison_3;Гарнизон;x
#tr_garrison_3;Большой гарнизон;x
#tr_fort_1;Небольшая крепость;x
tr_fort_1;Крепость;x
tr_fort_2;Крепость;x
tr_fort_3;Крепость;x
#tr_fort_3;Большая крепость;x
tr_port_1_desc;Торговые суда погружают и выгружают товары в этом небольшом порту.;x
tr_port_2_desc;Торговые суда погружают и выгружают товары в этом порту, пользуясь услугами простого деревянного крана.;x
tr_port_3_desc;В этом шумном порту торговые суда погружают и выгружают свои товары при поддержке нескольких подъемных кранов.;x
tr_warehouse_1_desc;Этот небольшой склад хранит товары для отправки морем или внутрь континента.;x
tr_warehouse_2_desc;Этот склад хранит товары для отправки морем или внутрь континента.;x
tr_warehouse_3_desc;Этот большой склад хранит товары для отправки морем или внутрь континента.;x
tr_enclave_1_desc;Небольшой анклав экспатриантов утвердился в этом иностранном государстве, чтобы вести торговлю.;x
tr_enclave_2_desc;Анклав экспатриантов утвердился в этом иностранном государстве, чтобы вести торговлю.;x
tr_enclave_3_desc;Большой анклав экспатриантов утвердился в этом иностранном государстве, чтобы вести торговлю.;x
tr_garrison_1_desc;Небольшой гарнизон неусыпно охраняет факторию от бандитов и конкурентов.;x
tr_garrison_2_desc;Гарнизон неусыпно охраняет факторию от бандитов и конкурентов.;x
tr_garrison_3_desc;Большой гарнизон неусыпно охраняет факторию от бандитов и конкурентов.;x
tr_fort_1_desc;Эта небольшая крепость оберегает факторию. Её деревянные стены защищают от любого противника.;x
tr_fort_2_desc;Эта крепость оберегает факторию. Её каменные стены защищают от любого противника.;x
tr_fort_3_desc;Эта большая крепость оберегает факторию. Её массивные каменные стены защищают от любого противника.;x
title_state_inquisitor;Судебный следователь;x
title_state_inquisitor_desc;Три судебных Следователя назначены для защиты республики от внешних и внутренних угроз.;x
title_high_admiral;Верховный адмирал;x
title_high_admiral_desc;Верховный адмирал - формальный лидер адмиралтейства, отвечающего за флот республики.;x
title_high_judge;Верховный судья;x
title_high_judge_desc;Верховный судья - высший орган юстиции республики в большинстве правовых вопросов, который отвечает только перед Советом.;x
EXPENSE_FAMILY_DUES;Семейные взносы;x
TRIGGER_CAPITAL_HOLDING;Столичное владение;x
EVTDESC60014;[Root.GetTitledName] и все [Root.GetHersHis] вассалы приняли Несторианство!;x
TRIGGER_PLOT_TARGET_PROVINCE;Целевая провинция;x
EMBARGO_EFFECT;§Y$WHO$§! под действием эмбарго, что дает §G$GOLD$§!¤ от разорения §Y$NUM$§! торговых представительств\n;x
LIFT_EMBARGO_EFFECT;Снятие эмбарго с правителя ($WHO$)\n;x
TRADE_INCOME;Доход от торговли;x
TRIGGER_TRADE_POST_OWNER;Владелец фактории;x
FAM_REAL_FATHER;Настоящий отец;x
AN_UNKNOWN_FATHER;Неизвестный отец;x
WAS_NOT_CONCEIVED_A_BASTARD;НЕ был зачат как бастард;x
WAS_CONCEIVED_A_BASTARD;Был зачат как бастард;x
FATHER_OF_UNBORN_KNOWN;Отец будущего ребенка известен;x
FATHER_OF_UNBORN_NOT_KNOWN;Отец будущего ребенка НЕизвестен;x
EVTDESC319;Видимо, мои похождения привели к тому, что [From.GetTitledFirstName] родила ребенка. К счастью, [FromFrom.Father.GetTitledFirstName] думает, что [FromFrom.GetFirstName] - его ребенок!;x
EVTOPTA319;Упс;x
SET_FATHER_OF_UNBORN_KNOWN;Отец будущего ребенка раскрыт\n;x
SET_FATHER_OF_UNBORN_NOT_KNOWN;Отец будущего ребенка неизвестен\n;x
HAVE_NOT_DYNASTY_FLAG;НЕ имеет флага династии;x
HAVE_DYNASTY_FLAG;Имеет флаг династии;x
HAD_DYNASTY_FLAG_LESS_THAN;Имеет флаг династии "§Y$FLAG$§!" менее чем §Y$DAYS$§! дней;x
HAD_DYNASTY_FLAG_AT_LEAST;Имеет флаг династии "§Y$FLAG$§!" по меньшей мере §Y$DAYS$§! дней;x
d_hansa;Ганзейская Лига;x
d_hansa_adj;Ганзейск;x
RESPECT;Почёт;x
RESPECT_DESC;Почёт зависит от возраста и престижа. Он влияет на вероятность победы на выборах. Его можно повысить за счет денежных вливаний в предвыборную кампанию. Женщины и дети на такие титулы избираться не могут.;x
AGE_FACTOR;Возрастной фактор;x
IS_PATRICIAN; глава купеческого рода;x
ISNT_PATRICIAN; НЕ глава купеческого рода;x
IS_MERCHANT_REPUBLIC;Является торговой республикой;x
ISNT_MERCHANT_REPUBLIC;НЕ является торговой республикой;x
patrician_elective;Коллегиальные выборы;x
succ_patrician_elective;Коллегиальные выборы;x
succ_patrician_elective_desc;Этот вид наследования свойственен торговым республикам. Следующий правитель выбирается среди глав знатных купеческих семей в зависимости от возраста, престижа и бюджета предвыборной кампании.;x
IN_FAVOR_OF;в пользу: §Y$NAME$§W;x
NO_BANKRUPT;Вы НЕ являетесь банкротом;x
TRADEPOST_PROV;Фактория - $PROV$;x
TRADEPOST_PROV_LONG;Торговое представительство в провинции $PROV$ - §Y$REPUBLIC$§! (§Y$FAMILY$§!);x
BUILD_TRADE_POST;Построить новое представительство;x
TRADE_COST_DIST_TOTAL;Штраф за удаленность: §Y+$PENALTY$%§! (§Y$MULT$%§! от общего расстояния);x
TRADE_COST_DIST;Расстояние до республиканской провинции (§Y$PROVINCE$§W): §Y$COST$§W;;x
TRADE_COST_REGION_PEN;Другой торговый регион: §Y+$PENALTY$§!;x
TRADE_COST_MULT;Множитель увеличения стоимости от расстояния: §Y$MULT$%§!;x
TOTAL_COST;Полная стоимость: §Y$COST$§W;x
TRADEPOST_FINISHED_SETUP;Строительство торговой конторы завершено;x
TRADEPOST_FINISHED_LOG;Фактория была построена семьей §Y$FAMILY$§! из республики §Y$REPUBLIC$§! в провинции §Y$PROVINCE$§!;x
TRADEPOST_OWNER;Фактория принадлежит семье §Y$FAMILY$§W;x
TRADEZONE_OWNER;Торговая зона принадлежит семье §Y$FAMILY$§! государства §Y$REPUBLIC$§!;x
TRADEREGION_DESC;Эта провинция принадлежит области §Y$REGION$§!;x
TRADE;Торговля;x
TRADE_ZONE;Торговая зона:;x
TOTAL_TRADE_FAMILY;Семья в целом:;x
TRADE_ZONE_BONUS;Бонус за торговую зону;x
TRADE_CONNECTED_BONUS;Имеет доступ к столице;x
CURRENT_INCOME;Текущий базовый доход: §Y$INCOME$§!;x
INCOME_TRADEPOST;Доход от этой фактории;x
TRADEZONE_SIZE;Размер торговой зоны;x
TRADEZONE_SIZE_DESC;Количество контор в пределах торговой зоны этого представительства;x
TRADEZONE_VALUE;Ценность торговой зоны;x
TRADEZONE_VALUE_DESC;Ценность всех владений в пределах торговой зоны\nПовышает ценность торговых представительств и городов в ней:\nФактории: §Y$TPBONUS$§!\nГорода: §Y$CTBONUS$§!;x
TRADEZONE_INCOME;Доход от торговой зоны;x
TRADEZONE_INCOME_DESC;Суммарный доход от всех представительств в пределах этой торговой зоны: §Y$INCOME$§!¤;x
TheRepublicDLC;The Republic (дополнение);x
CONFIRM_BUILD_TRADEPOST_TITLE;Построить торговое представительство;x
CONFIRM_BUILD_TRADEPOST_DESC;Вы уверены, что хотите построить эту контору?\nЭто обойдется Вам в §Y$COST$§!¤ и будет завершено §Y$FINISHED$§!;x
TRADEFAMILY_INCOME;Суммарный доход семьи;x
TRADEFAMILY_INCOME_DESC;Суммарный доход от всех торговых представительств в распоряжении семьи §Y$FAMILY$§!: §Y$INCOME$§!¤;x
TRADEFAMILY_SIZE;Размер владений семьи;x
