#CODE;RUSSIAN;x
FACTION_LEADER;Лидер фракции;x
FACTION_MEMBER;Член фракции;x
opinion_defeated_major_revolt;Сокрушил восстание;x
opinion_spared_after_revolt;Прощён после восстания;x
opinion_divine_blood_marriage;Священный брак;x
opinion_non_divine_marriage;Несвященный брак;x
action_uncover_plots;Раскрывать заговоры;x
miaphysite;Миафизитство;x
monothelite;Монофелитство;x
d_miaphysite;Миафизитсткое Папство;x
d_miaphysite_adj;Миафизитск;x
COPTIC_POPE;Коптский Папа;x
INTERACTION_CANNOT_REVOKE_LAST_TEMPLE_OFF_REL_HEAD;Нельзя оставить без Храма вашего религиозного главу.;x
d_monophysite;Монофизитсткое Папство;x
d_monophysite_adj;Монофизитск;x
MONOPHYSITE_POPE;Монофизитский Папа;x
d_nestorian;Восточный Патриархат;x
d_nestorian_adj;Несторианск;x
PATRIARCH_IN_THE_EAST;Патриарх Восточный;x
d_monothelite;Монофелитсткий Патриархат;x
d_monothelite_adj;Монофелитстк;x
MONOTHELITE_PATRIARCH;Монофелитсткий Патриарх;x
INTERACTION_TITLE_NOT_CONTESTED;Титул не может быть целью или оправданием любой из текущих войн;x
AND_TRIGGER_STARTS;Все следующее должно быть истинным;x
WAR_INVALID_LOG;Война закончилась безрезультатно ($WAR$), потому что $REASON$;x
WAR_INVALID_CHARACTER_UNLANDED;\n$CHARACTER$ стал безземельным;x
WAR_INVALID_LIEGE_HIERARCHY;\n$CHARACTER$ сменил сюзерена;x
REL_PENTARCHS_NON_ORTHODOX_DESC;Пентархи были пятью первоначальными патриархами христианской церкви. Их авторитет в качестве автокефальных патриархов по-прежнему признаются в  такой религии, как $RELIGION$.;x
PENTARCH_DESC;§Y$TITLE$§! не имеет епископа религии $RELIGION$;x
HEAD_NOT_PENTARCH_DESC;$REL_HEAD$ в настоящее время не владеет областью §Y$TITLE$§!;x
AUTOCEPHALY_DRO;Помимо первоначальных пяти патриархов - Пентархов - все остальные религии $RELIGION$ царства или империи, также имеют своих собственные автокефальных патриархов. Собрание священников таких царств или империй, также считается патриархом этой сфере. Он всегда будет делать то, что прикажет ему его сюзерен, но только если $REL_HEAD_TITLE$ предоставит повод к войне. Каждый автокефальный патриарх может отлучать от церкви в своей вотчине.;x
LEAVE_FACTION_DIPLO_IMMUNE;Нельзя покинуть, когда ультиматум был только выдвинут!;x
IS_DIPLO_IMMUNE;Обладает иммунитетом против вражеских действий сюзерена;x
IS_NOT_DIPLO_IMMUNE;Не обладает иммунитетом против вражеских действий сюзерена;x
INTERACTION_NO_HOSTILE_ACTIONS_VS_DIPLO_IMMUNE;[Recipient.GetTitledFirstName] обладает иммунитетом к враждебным действиям!;x
#SPAWN_UNIT_EFFECT;В §Y$WHERE$§!  прибыло пополнение в количестве §Y$NUM_TROOPS$§! человек.\n;x
#SPAWN_UNIT_EFFECT_SHIPS;В §Y$WHERE$§! прибыло §Y$NUM_SHIPS$§! кораблей.\n;x
NO_FACTIONS_POSSIBLE_NOW;Нет возможности организовать новую фракцию;x
INTERACTION_CANNOT_JOIN_ENEMIES;Нельзя присоединяться к войнам наших врагов;x
AIREASON_IS_MY_REGENT;§Y[GetTitledFirstName]§! мой регент;x
EVTDESC45000;Наше правое дело привлекло много сторонников со всей области! [From.GetTitledFirstName] остерегайтесь…;x
EVTDESC45001;Большие группы повстанцев и наших противников стекаются под знамена предателя ([From.GetTitledFirstName]) в городе [From.Capital.GetName]!;x
EVTOPTA45001;Падаль для стервятников!;x
EVTDESC45002;В городе [Root.Capital.GetName] стягиваются лояльные ветераны и авантюристы, которых привлекает продолжающаяся гражданская война.;x
EVTDESC45003;Наши противники всех мастей стекаются под знамена правителя, известного как [From.GetTitledName] в город [From.Capital.GetName], чтобы воевать против нас!;x
EVTOPTA45003;Что дальше? Женщины и дети?;x
EVTDESC8037;[Root.GetTitledFirstName]! Я и мощная группа сторонников выдвинули ультиматум узурпатору ([From.Liege.GetTitledName]), в котором требуем Вашего господства над областью [From.SupportedClaimantTitle.GetName]. Пожелайте нам удачи!\n\nПодпись:\n [From.GetTitledName];x
EVTOPTA8037;Это было некрасиво...;x
EVTDESC20369;[Root.PrimaryTitle.GetFOA], [FromFrom.GetTitledName] не будет рисковать отношениями со своими вассалами и признаёт обвинения в коррупции. Восстановление [FromFrom.GetHersHis] престижа займет некоторое время. Собранные штрафы находятся у меня.\n\nВаш скромный шпион,\n[From.GetTitledName];x
EVTTOOLTIP2484;Ребенок обучается.;x
EVTOPTD4140;Воистину, мы принадлежим Аллаху и к нему вернемся.;x
blinded_death;от осложнений, будучи ослепленным;x
successful_sally;Мораль войск защищающейся стороны изменяется на §G10.0%§!.\nВойска защищающейся стороны несут потери в размере §R2.5%§!.\n§GВраг:§! Войска атакующей стороны несут потери в размере §R5.0%§!.;x
successful_sally_attacker;Войска атакующей стороны несут потери в размере §R5.0%§!.\n§GВраг:§! Мораль войск защищающейся стороны изменяется на §G10.0%§!\nВойска защищающейся стороны несут потери в размере §R2.5%§!.;x
failed_sally;Мораль войск защищающейся стороны изменяется на §R-10.0%§!.\nВойска защищающейся стороны несут потери в размере §R5.0%§!.\n§GВраг:§! Войска атакующей стороны несут потери в размере §R2.5%§!.;x
siege_treachery;Мораль войск защищающейся стороны изменяется на  §R-10.0%§!.;x
siege_disease;§GВраг:§! Войска атакующей стороны несут потери в размере §R5.0%§!.;x
siege_raiders;§GВраг:§! Войска атакующей стороны несут потери в размере §R1.0%§!.;x
siege_execute;§GВраг:§! Мораль войск защищающейся стороны изменяется на §G10.0%§!.;x
siege_hunger;§GВраг:§! Войска защищающейся стороны несут потери в размере §R5.0%§!.;x
siege_trader;§GВраг:§! Мораль войск защищающейся стороны изменяется на §G10.0%§!.;x
siege_miracle;Войска атакующей стороны несут потери в размере §R90.0%§!.\nМораль войск атакующей стороны изменяется на §R-90.0%§!.\n§GВраг:§! Мораль войск защищающейся стороны изменяется на §G100.0%§!.;x
siege_personal_charge;Мораль войск защищающейся стороны изменяется на §R-10.0%§!.;x
siege_assault;Мораль войск защищающейся стороны изменяется на §R-20.0%§!.\nВойска защищающейся стороны несут потери в размере §R20.0%§!.\n§GВраг:§! Войска атакующей стороны несут потери в размере §R10.0%§!.;x
siege_hide;Мораль войск защищающейся стороны изменяется на §R-5.0%§!.\nВойска защищающейся стороны несут потери в размере §R5.0%§!.\n§GВраг:§! Войска атакующей стороны несут потери в размере §R15.0%§!.;x
INTERACTION_REQUIRES_BOTH_OF_AGE;§Y$ACTOR_PERSON$§W и §Y$RECIPIENT_PERSON$§W должны быть как минимум §Y$YEARS$§! лет от роду;x
EVTOPTA62039;Молодцы, разбойники!;x
EVTNAME62011;Hевероятное чудо!;x
EVTNAME62041;Hесчастье!;x
EVTOPTA62034;Они заплатят за это!;x
#EVTDESC62040;Тосканские рейдеры нанесли удар по крепости [From.Siege.GetName], но они были отогнаны контратакой, которая была для них неожиданной.;x
EVTOPTA62041;Как это могло случиться?;x
#EVTDESC62043;Мы окружили мусульманскую крепость и отчаявшиеся защитники всю ночь молились Аллаху, чтобы Он помог им. Один из их суфийских мистиков сказал, что ему было видение, в котором явился халиф и молвил, что воля Аллаха в том, что они должны атаковать неверных и прибудут им в помощь тысячи ангелов, чтобы сражаться с ними в одном строю плечом к плечу. Так, яростная вылазка мусульман из области [From.Siege.GetName] разметала наши войска.;x
EVTNAME62044;Hападение врага;x
EVTDESC62044;Христианский командир, возглавляющий осаждающие нашу крепость войска, лично возглавил нападение на наши стены! Его безумный поступок застал врасплох наших доблестных защитников!;x
EVTOPTA62044;Сумасшедший!;x
EVTDESC62045;Враг начал внезапную атаку против нашей осажденной крепости! Наши войска были застигнуты врасплох!;x
EVTOPTA62045;Защитник!;x
CB_NAME_IMPERIAL;[Title.GetBaseName]: имперское завоевание;x
WAR_NAME_IMPERIAL;$ORDER$ $FIRST_ADJ$ое имперское завоевание земли $OTHER_TITLE$;x
imperial_reconquest_desc;Потерянная территория Римской империи должна быть освобождена! §Y$CLAIMANT$§! можно использовать этот повод, чтобы захватить все титулы, де-юре принадлежащие государству "§Y$TITLE$§!", которыми обладает §Y$TARGET$§!.;x
COUNTS_AS_PURPLE_BORN;Считается багрянородным;x
AIREASON_IS_MY_PARENT;Это мой родитель;x
FLANK_DOES_NOT_HAVE_LEADER;Фланг не имеет лидера;x
FLANK_HAS_LEADER;Фланг имеет лидера;x
CANNOT_BUY_RET_OCCUPIED;\nВы не можете создать гвардию в неподконтрольных вам владениях.;x
duke_russian;Великий князь;x
duke_female_russian;Великая княгиня;x
duchy_of_russian;Великое княжество;x
king_iranian;Шах;x
kingdom_of_iranian;Шахство;x
emperor_female_greek;Базилиса;x
EVTTOOLTIP94066;Вы работаете над улучшением Вашего сада.;x
MediterraneanPortraitsDLC;Mediterranean Portraits (дополнение);x
SongsOfByzantiumDLC;Songs Of Byzantium (дополнение);x
ByzantineUnitsDLC;Byzantine Units (дополнение);x
CK2CoA2DLC;Coat of Arms 2 (дополнение);x
DIRECT_DJ_VASSAL_TITLE_STARTS;Де-юре вассальный титул;x
ALL_DIRECT_DE_JURE_VASSAL_TITLES;Все прямые де-юре вассальные титулы;x
WAR_INVALID_CB_TRIGGER;\n повод для войны более недействителен;x
AfricanPortraitsDLC;African Portraits (дополнение);x
