#CODE;RUSSIAN;x
ACQUISITION_CLAIM;Завоевал как претендент;x
ACQUISITION_HOST;Завоевал как авантюрист;x
ACQUISITION_REVOLT;Завоевал как лидер восстания;x
ACQUISITION_USURP;Мирно узурпировал;x
ACQUISITION_FACTION_DEMAND;Установлен по требованию фракции;x
PERSONAL_OPINION_LOWER_THAN;Личное мнение хуже чем ;x
PERSONAL_OPINION_AT_LEAST;Личное мнение не хуже чем ;x
PERS_OPINION_DIFF_LOWER_THAN;Разница в личном мнении между §Y$FIRST$§! и §Y$SECOND$§! меньше чем §Y$VAL$§!;x
PERS_OPINION_DIFF_AT_LEAST;Разница в личном мнении между §Y$FIRST$§! и §Y$SECOND$§! не меньше чем §Y$VAL$§!;x
RULER_OF_TITLE;$RULER$: $TITLE$;x
EVTDESC38305;Теперь я чаще доверяю людям и принимаю всё, что уготовила мне судьба. Я больше не параноик.;x
EVTDESC38306;Оказывается люди - двуличные твари. Доверчивость - это уже не про меня.;x
EVTDESC38307;С меня уже хватит боли и предательств. Зачем помогать другим причинять мне вред? Я теряю свою доброту.;x
EVTDESC38308;Старые раны оставили на мне след. Шрамы будут об этом напоминать.;x
MEN;мужчины;x
WOMEN;женщины;x
MALE;мужск;x
FEMALE;женск;x
ADULTERER;прелюбодей;x
ADULTERESS;прелюбодейка;x
nick_the_unfaithful;Неверный;x
nick_the_beguiling;Обольститель;x
nick_the_temptress;Искуситель;x
nick_the_seducer;Соблазнитель;x
nick_the_lewd;Похотливый;x
nick_the_lecher;Развратник;x
nick_the_unchaste;Непристойный;x
INSULT_OLD;стар.$;x
INSULT_TADPOLE;головастик;x
INSULT_CHILD;малявка;x
INSULT_VILE;подл.$;x
INSULT_FOUL;грязн.;x
INSULT_FILTHY;мерзк.;x
INSULT_CLOWN;клоун;x
INSULT_COW;корова;x
INSULT_INFIDEL;Безбожн.;x
INSULT_HERETIC;еретик;x
INSULT_GROTESQUE;страшила;x
INSULT_DWARF;карлик;x
INSULT_CLUBFOOT;кривостоп;x
INSULT_LIMPING;косолапый;x
INSULT_HARELIP;морда;x
INSULT_CLEFT_LIPPED;двуротый;x
INSULT_BASTARD;ублюдок;x
INSULT_BASEBORN;безродный;x
INSULT_KINSLAYER;родоубийца;x
INSULT_SODOMITE;педераст;x
INSULT_DULLARD;дурак;x
INSULT_DIM;тупой;x
INSULT_VACUOUS;слабоумная;x
INSULT_NITWIT;дура;x
INSULT_IMBECILE;имбецил;x
INSULT_FREAK;мерзость;x
INSULT_ABOMINATION;выродок;x
INSULT_MONSTROUS;омерзительный;x
INSULT_HIDEOUS;отвратительный;x
INSULT_WEAKLING;хиляк;x
INSULT_LESBIAN;ковырялка;x
#INSULT_SAPPHIC;sapphic;йlиve de Sappho;Lesbische;;sбfica (since it synonimous of lesbian);;;;;;;;;x непереводимо
INSULT_HUNCHBACK;горбун;x
INSULT_CROOKED;скрюченный;x
INSULT_LISPER;лепетун;x
INSULT_FALTERING;шепелявый;x
INSULT_STUTTERING;заика;x
INSULT_GORGON;горгона;x
INSULT_IDIOT;дебильный;x
INSULT_TORTURER;мучитель;x
INSULT_LECHER;развратник;x
INSULT_LECHEROUS;похотливый;x
INSULT_GLUTTON;обжора;x
INSULT_GORGING;прожорливый;x
INSULT_VENAL;продажная;x
INSULT_INDOLENT;ленивый;x
INSULT_EVIL;злобный;x
INSULT_ENVIOUS;завистливый;x
INSULT_HARRIDAN;стерва;x
INSULT_RAGING;бешеный;x
INSULT_DECEITFUL;лживый;x
INSULT_CRAVEN;трусливый;x
INSULT_COWARD;ссыкун;x
INSULT_SCATTERBRAIN;сумасброд;x
INSULT_ERRATIC;бестолковый;x
INSULT_BIGOT;изувер;x
INSULT_BIGOTED;изуверский;x
INSULT_PARANOID;параноидальный;x
INSULT_FOOL;лопух;x
INSULT_GULLIBLE;легковерный;x
INSULT_CRUEL;жестокий;x
INSULT_BRUTE;изверг;x
INSULT_FIEND;злодейка;x
INSULT_CALLOUS;бессердечная;x
INSULT_WANTON;развратная;x
INSULT_SENILE;дряхлый;x
INSULT_CRIPPLE;хромой;x
INSULT_VEGETABLE;овощ;x
INSULT_BESOTTED;бухой;x
INSULT_DRUNKARD;пьяница;x
INSULT_UNCLEAN;нечистый;x
INSULT_LEPER;прокажённый;x
INSULT_BAT;психопатка;x
INSULT_DEMONIC;бесноватый;x
INSULT_DEMENTED;умалишённый;x
INSULT_LUNATIC;безумец;x
INSULT_LUGUBRIOUS;унылый;x
INSULT_CRAZED;чокнутая;x
INSULT_DEVIL_WOMAN;ведьма;x
INSULT_WARLOCK;колдун;x
INSULT_EFFEMINATE;женоподобный;x
INSULT_UNMANNED;кастрированный;x
INSULT_EUNUCH;евнух;x
INSULT_BLIND;слепой;x
INSULT_PEASANT;деревенщина;x
INSULT_PEASANT_WOMAN;деревенщина;x
INSULT_LOWBORN;безродный;x
INSULT_HERESIARCH;ересиарх;x
INSULT_SYBARITE;сибарит;x
INSULT_DECADENT;изнеженный;x
INSULT_WHOREMONGER;потаскун;x
INSULT_WHORING;блудливый;x
INSULT_DEBASED;испорченная;x
INSULT_TEMPTRESS;шлюха;x
INSULT_DODDERER;мямля;x
INSULT_DEBAUCHER;дебошир;x
INSULT_LITTLE;мелкий;x
INSULT_DEGENERATE;развращённая;x
INSULT_PERVERTED;развращённый;x
INSULT_TROLLOP;потаскуха;x
INSULT_PRUNE;ханжа;x
INSULT_PRUDE;ханжа;x
INSULT_PRUDISH;стыдливая;x
INSULT_BORE;скучный;x
INSULT_IDLER;бездельник;x
INSULT_COVETOUS;алчный;x
INSULT_SOFT;слизняк;x
INSULT_SPIDER;паук;x
INSULT_WUSSY;ссыкливая;x
INSULT_TIMID;боязливый;x
INSULT_COY;жеманная;x
INSULT_RAPACIOUS;оборзевший;x
INSULT_GRASPING;оборзевшая;x
INSULT_UNBELIEVER;бесстыдник;x
INSULT_NARROWMINDED;узколобый;x
COMPL_VIVACIOUS;жизнерадостный;x
COMPL_DEMURE;скромная;x
COMPL_SINCERE;искренний;x
COMPL_FORTHRIGHT;откровенная;x
COMPL_ROGUE;пройдоха;x
COMPL_RAFFISH;дерзкий;x
COMPL_AFFABLE;любезный;x
COMPL_WIT;затейник;x
COMPL_DEVIL;чертовка;x
COMPL_IMPISH;шаловливая;x
COMPL_PIRATE;пират;x
COMPL_BERSERKER;берсерк;x
COMPL_SAOSHYANT;саошиант;x
COMPL_VALKYRIE;валькирия;x
COMPL_VIKING;викинг;x
COMPL_FAIR;прелестная;x
