#CODE;RUSSIAN;x
gamer;Мастер игры;x
gamer_desc;Этот человек известен как заядлый и искусный игрок во всём, начиная с шахмат и заканчивая экзотическими пачиси.;x
IS_NOT_MARRIED_TO;НЕ состоит в браке с §Y$WHO$§!;x
IS_MARRIED_TO;Состоит в браке с §Y$WHO$§!;x
nick_the_shrewd;Прозорливый;x
nick_the_wily;Лукавый;x
nick_the_fox;Лис;x
nick_the_jovial;Жизнерадостный;x
nick_the_jolly;Игривый;x
nick_the_gracious;Изящный;x
trade_route;Торговый путь;x
desc_trade_route;Этот округ имеет процветающую торговлю с другой страной, приносящую ему экзотические товары.;x
stone_quarry;Каменоломня;x
desc_stone_quarry;Каменоломня в этом округе приносит ему дешёвые строительные материалы.;x
leaning_tower_bad;Падающая башня;x
desc_leaning_tower_bad;Падающая башня доминирует на ландшафтом, позоря её основателя.;x
leaning_tower;Падающая башня;x
desc_leaning_tower;Падающая башня доминирует над ландшафтом. Её захватывающий вид привлекает людей издалека.;x
aspiring_trader;Начинающий торговец;x
desc_aspiring_trader;Этот человек начал изучать искусство добывать деньги и славу из других денег.;x
trader;Торговец;x
desc_trader;Этот человек научился наполнять деньгами свои сундуки всеми возможными способами.;x
business_contacts;Деловые отношения;x
desc_business_contacts;Этот человек помог создать процветающий деловой климат в стране.;x
maze_pavilion;Беседка;x
desc_maze_pavilion;Этот человек имеет укромную романтичную беседку в своём саду.;x
building_towards_heaven;Высотою до Небес;x
desc_building_towards_heaven;Духовенство не слишком жалует людей, которые строят свою лестницу в небо.;x
maze_fountain;Фонтан;x
desc_maze_fountain;Этот человек имеет большой фонтан в своём саду.;x
maze_fountain_extravagant;Фонтан;x
desc_maze_fountain_extravagant;Этот человек имеет большой фонтан в своём саду, наполненный вином.;x
great_tower;Великая Башня;x
desc_great_tower;Этот человек - основатель великой башни.;x
opinion_trade_partner;Торговый партнёр;x
opinion_disrespecting_culture;Не уважает культуру;x
opinion_fine_gift;Прелестный дар;x
opinion_religious_quarrel;Религиозная ссора;x
opinion_family_statues;Семейные статуи;x
opinion_religious_agenda;Религиозные планы;x
opinion_annoyed;Раздражённый;x
wol_steward_1;Начинающий администратор;x
desc_wol_steward_1;Этот человек начинает осваивать искусство администрирования и управления.;x
wol_steward_2;Администратор;x
desc_wol_steward_2;Этот человек - умелый управляющий.;x
wol_raja_dharma;Великий Раджа Дхарма;x
desc_wol_raja_dharma;Этот человек следовал принципам дхармы и доказал, что является выдающимся правителем.;x
nick_the_rash;Безрассудный;x
wol_legendary_wisdom;Легендарный мудрец;x
desc_wol_legendary_wisdom;Мудрость этого человека известна повсюду.;x
wol_respected_ruler;Уважаемый правитель;x
desc_wol_respected_ruler;Этот человек заслужил уважение как правитель.;x
EVTDESC_WOL_114;[FromFromFrom.GetTitledFirstName] теперь м[FromFromFrom.GetLordLady] [GetFromFromFromRelation], что делает мои попытки соблазнить [FromFromFrom.GetHersHis] совершенно бессмысленными.;x
EVTOPTA_WOL_114;[FromFromFrom.GetSubjectPronounCap] м[FromFromFrom.GetLordLady] в любом случае.;x
EVTOPTA_WOL_202;Я так просто не сдамся.;x
EVTDESC_WOL_2230;[target_agent.GetBestName], мой агент при дворе правителя, известного как [target_captive.Host.GetTitledFirstNameNoRegnal], больше не может продолжать свою миссию.;x
EVTOPTA_WOL_2230;Поищу кого-то ещё...;x
EVTDESC_WOL_2231;Дорог[Root.GetLordLady] [Root.GetTitledFirstNameNoRegnal], боюсь наш план по освобождению потребует больше средств, чем мы рассчитывали, и, если Вы по-прежнему хотите увидеть, как [target_captive.GetBestName] обретёт свою свободу, пришлите ещё денег.\nС наилучшими пожеланиями,\n [target_agent.GetBestName];x
EVTOPTA_WOL_2231;Похоже, у меня нет выбора...;x
EVTOPTC_WOL_2231;Придётся отказаться от плана.;x
EVTDESC_WOL_2232;Мои надежды на то, что [target_captive.GetBestName] сможет обрести свободу, так и оправдались - мне не удалось найти никого при дворе правителя, известного как [target_captive.Host.GetTitledFirstName], кто бы смог помочь в [target_captive.GetHersHis] освобождении.;x
EVTOPTA_WOL_2232;Будем искать дальше.;x
EVTOPTB_WOL_2232;Этот план не годится.;x
EVTOPTA_WOL_3003;Я стану добрее и приятнее;x
EVTOPTB_WOL_3003;Жизнь - игра и я её освою;x
EVTDESC_WOL_10101;В свете того, как [From.GetTitledFirstName] желает богатства и процветания [From.GetTitle.GetAdjective]ой земле, весьма удобно, что мне представилась возможность установить новый торговый путь на [From.GetTitle.GetAdjective]ом направлении.;x
EVTOPTA_WOL_10101;Сообщу [From.GetHerHim] об этом;x
EVTOPTB_WOL_10101;У меня есть дела поважнее;x
