#CODE;RUSSIAN;x
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! может позволить себе собственный выкуп;x
AIREASON_MARRIAGE_DOES_NOT_MATCH_BETROTHAL;Тип брака не соответствует помолвке;x
appointment;Назначение;x
AIREASON_WILL_NOT_BE_CONSORT_INFIDELS;§Y[GetTitledFirstName]§! не должна стать наложницей иноверца;x
SPLIT_IN_HALF_UNIT;Разделить пополам;x
SPLIT_IN_HALF_UNIT_DRO;Разделить войско на два подразделения примерно равных по силе. Крупные подразделения могут разделиться неравномерно.;x
succ_appointment;Назначение;x
succ_appointment_desc;В случае смерти все титулы отойдут обратно сюзерену.;x
papal_succession;Папские выборы;x
succ_papal_succession;Папские выборы;x
succ_papal_succession_desc;Папа избирается коллегией кардиналов в зависимости от возраста, благочестия, популярности и других факторов.;x
COMMANDER;Командующий;x
FAMILY_PALACE;Резиденция;x
HAS_LOWER_SCORE_THAN;Игровой счёт меньше чем ;x
HAS_HIGHER_SCORE_THAN;Игровой счёт больше чем ;x
REP_HAS_FEWER_TPS_THAN;Республика имеет менее §Y$NUM$§! факторий;x
REP_HAS_MORE_TPS_THAN;Республика имеет как минимум §Y$NUM$§! факторий;x
IS_NOT_HISTORICAL;НЕ соответствует истории;x
IS_HISTORICAL;Соответствует истории;x
title_cardinal;Кардинал;x
crushed_revolt;Восстание подавлено;x
crushed_major_revolt;Крупное восстание подавлено;x
COLLEGE_OF_CARDINALS;Коллегия кардиналов;x
expected_next_title_cardinal;Ожидаемый кардинал;x
expected_next_title_cardinal_tooltip;Этот епископ, вероятно, следующий в очереди на кардинальский сан, когда он станет доступным.;x
best_candidate_title_cardinal;Мой лучший кандидат;x
best_candidate_title_cardinal_tooltip;Среди всех епископов моего государства этот наиболее вероятно будет возведен Папой в кардинальский сан.;x
TITLE_GAINED_RELIGIOUS_SETUP;Назначен новый кардинал.;x
TITLE_GAINED_RELIGIOUS_LETTER;$NEWHOLDER$ получил место в Коллегии кардиналов.;x
TITLE_GAINED_RELIGIOUS_LOG;$NEWHOLDER$ получил место в Коллегии кардиналов.;x
alert_deficits_instant;§YДефицит бюджета§!;x
alert_deficits_delayed;Ваша казна пуста, и Вы должны деньги своим подданным. Боевой дух армии падает, и чем дольше это будет продолжаться, тем больше коррупция и преступность будут поражать Ваши земли.;x
EVTDESC68000;Мне нечего платить чиновникам, а мои долги низшим классам угрожающе высоки. [Root.County.GetAdjective]ие крестьяне теперь совершенно пренебрегают моим священным правом управлять страной!;x
EVTDESC68001;[Root.County.GetAdjective]ие крестьяне понемногу снова начинают уважать моё правление. Мне никогда больше не следует доводить свою казну до разорения!;x
EVTDESC68010;В связи с нехваткой средств на содержание шерифов и судей, в округе [Root.GetName] теперь возникла Гильдия Воров.;x
EVTDESC68020;Острый дефицит бюджета привёл созданию Шайки Контрабандистов в округе [Root.GetName].;x
EVTDESC68030;Недостаток средств на содержание местных шерифов привёл к возникновению крупной Банды Разбойников в округе [Root.GetName]. К счастью, они слишком трусливы, чтобы нападать на мои замки.;x
EVTDESC315;Роды прошли тяжело и боюсь, что-то со мной не так. Повитухи выглядят обеспокоенными, а я чувствую жуткую слабость...;x
EVTOPTA315;Я буду молиться.;x
EVTDESC6062;Няня сказала, что я больше не болею.;x
EVTOPTA6062;Ура, можно бегать!;x
sickly;Болезненный;x
sickly_desc;Этот ребёнок родился больным и может не пережить детство.;x
sickly_death;от врождённого заболевания;x
REL_SISTER_WIFE;Сестра и жена;x
REL_MOTHER_WIFE;Мать и жена;x
REL_DAUGHTER_WIFE;Дочь и жена;x
REL_BROTHER_HUSBAND;Брат и муж;x
REL_SON_HUSBAND;Сын и муж;x
REL_FATHER_HUSBAND;Отец и муж;x
jewish;Иудаизм;x
samaritan;Самаританизм;x
karaite;Караизм;x
THE_TORAH;Тора;x
THE_TANAKH;Танах;x
RANDOM_CHARACTER;Случайный персонаж;x
jewish_DESC;Иудаизм - древнейшая из авраамических религий. Его происхождение можно проследить вплоть до бронзового века. Священным городом этой монотеистической веры является Иерусалим, который служил столицей древнего Израильского царства. Реализованные в игре особенности:\n§Y*§! Если священство восстановлено, в игре присутствует Первосвященник (Коэн Гадол)\n§Y*§! Можно восстановить Израиль, если Земля Обетованная будет освобождена;x
build_third_temple;Построить Третий Храм;x
build_third_temple_desc;Первый и Второй Храмы в Иерусалиме были разрушены армиями захватчиков. Теперь, когда город, наконец, обрёл иудейского правителя, пришло время, чтобы начать строительство Третьего Храма.;x
EVTDESC_SoA_100;Строительство Третьего Храма на иерусалимской Храмовой горе начнётся немедленно. Этот проект даже более масштабен чем легендарный Первый Храм царя Соломона. Ваши архитекторы считают, что строительство займет примерно четыре года, а когда работа будет закончена, это будет грандиозное зрелище!;x
EVTOPTA_SoA_100;Осталось ждать совсем недолго.;x
EVTNAME_SoA_101;Tретий Храм;x
EVTDESC_SoA_101;Первый Храм, построенный царем Соломоном, был разрушен вавилонянами. Второй Храм, возведённый под покровительством Кира Великого, уничтожили римляне после ужасной осады. И вот наконец Третий Храм, автор которого - [FromFrom.GetTitledFirstName], будет стоять здесь вечно!\nТеперь, на Храмовой горе, это великолепное здание стало главной достопримечательностью Иерусалима, которую путешественники замечают издалека. Сам Соломон прослезился бы от такого зрелища.;x
EVTOPTA_SoA_101;Он прекрасен.;x
restore_high_priesthood;Восстановить Первосвященство;x
restore_high_priesthood_desc;Место, которое должен занимать Коэн Гадол, Первосвященник Иерусалима, пустует с момента разрушения Второго Храма римлянами. Теперь, когда Третий Храм построен, возможно, следует назначить нового Первосвященника.;x
create_israel;Создать Израиль;x
create_israel_desc;Пришло время сынам Израиля основать новое Царство вокруг Иерусалима в Земле Обетованной, чтобы иудеи смогли наконец снова жить вместе в мире и гармонии.;x
k_israel;Израиль;x
k_israel_adj;Израильск;x
EVTTOOLTIP_SoA_102;Царство Израиль возродилось.;x
EVTNAME_SoA_102;Cвятая Земля Обетованная;x
EVTDESC_SoA_102;Теперь, когда Земля Обетованная и святой город Иерусалим перешли под контроль иудеев, настал момент провозгласить Израиль как вновь воссозданное древнее царство Давида и Соломона.\nНаконец-то многострадальный народ Израиля вновь обрёл власть над своей судьбой. Святая Земля больше никогда не будет разорвана христианскими или мусульманскими правителями. Пусть же новое царство возвестит эпоху мира и процветания!;x
EVTOPTA_SoA_102;Да здравствует Израиль!;x
job_spiritual_jewish_group;Придворный раввин;x
HEAD_KOHEN_GADOL;Коэн Гадол;x
d_jewish;Иудейское Первосвященство;x
d_jewish_adj;Иудейск;x
third_temple_construction;Строительство Третьего Храма началось.;x
INTERACTION_GRANT_THEOCRACY_NEIGHBOR;Новые теократические округа не должны граничить с существующими;x
INTERACTION_GRANT_THEOCRACY_MAX;Разрешено иметь не более §Y$MAX$§! (§Y$MAX_PERC$%§!) вассальных теократических округов. В настоящий момент их §Y$CURRENT$§! (§Y$CURRENT_PERC$%§!).;x
INTERACTION_GRANT_REPUBLIC_MAX;Разрешено иметь не более §Y$MAX$§! (§Y$MAX_PERC$%§!) вассальных республиканских округов. В настоящий момент их §Y$CURRENT$§! (§Y$CURRENT_PERC$%§!).;x
DEATH_CHILDBIRTH;умерла при родах;x
DEATH_POOR_HEALTH;умер от неизвестной болезни;x
STILLBIRTH_SETUP;Мёртворождённость;x
STILLBIRTH_LOG;§Y$MOTHER$§! убита горем, её ребёнок (§Y$SEX$§!) родился мёртвым.;x
