#CODE;RUSSIAN;x
temple_baron_west_african_pagan;Жрец;x
temple_baron_west_african_pagan_reformed;Жрец;x
temple_baron_female_west_african_pagan;Жрица;x
temple_baron_female_west_african_pagan_reformed;Жрица;x
MATCHMAKING_REFRESH_LAN_STOP;Остановить обновление;x
VS_REL_ENEMY;Урон врагам веры;x
EXILE_IMPRISONED_INTERACTION_3;Изгнание обойдется Вам в §R$PIETY$§! очков благочестия.;x
S_TRO;ST;x
defenderbonus_jungle;Джунгли;x
HAS_AUTOCEPHALY;Позволяет автокефальность;x
HAS_NOT_AUTOCEPHALY;НЕ позволяет автокефальность;x
