#CODE;RUSSIAN;x
d_venetian_navy;Адриатические галеры;x
d_venetian_navy_adj;Адриатическ;x
d_genoese_navy;Лигурийские галеры;x
d_genoese_navy_adj;Лигурийск;x
d_hanseatic_navy;Балтийские когги;x
d_hanseatic_navy_adj;Балтийск;x
d_frisian_navy;Североморские когги;x
d_frisian_navy_adj;Североморск;x
d_finnish_band;Финский отряд;x
d_finnish_band_adj;Финск;x
d_lappish_band;Саамский отряд;x
d_lappish_band_adj;Саамск;x
d_lithuanian_band;Литовский отряд;x
d_lithuanian_band_adj;Литовск;x
d_abyssinian_band;Абиссинский отряд;x
d_abyssinian_band_adj;Абиссинск;x
d_scottish_band;Шотландский отряд;x
d_scottish_band_adj;Шотландск;x
d_irish_band;Ирландский отряд;x
d_irish_band_adj;Ирландск;x
d_alan_band;Аланский отряд;x
d_alan_band_adj;Аланск;x
d_nubian_band;Нубийский отряд;x
d_nubian_band_adj;Нубийск;x
k_genoa;Генуя;x
k_genoa_adj;Генуэзск;x
k_pisa;Пиза;x
k_pisa_adj;Пизанск;x
d_somerset_adj_norman;Сомерсетск;x
d_somerset_adj_english;Сомерсетск;x
d_bedford_adj_norman;Бедфордск;x
d_bedford_adj_english;Бедфордск;x
d_hereford_adj_norman;Херефордск;x
d_hereford_adj_english;Херефордск;x
d_norfolk_adj_norman;Норфолкск;x
d_norfolk_adj_english;Норфолкск;x
d_gloucester_adj_norman;Глостерск;x
d_gloucester_adj_english;Глостерск;x
d_lancaster_adj_welsh;Регедск;x
title_patrician_heir;Наследник семьи;x
title_patrician_heir_desc;Этот человек выбран наследником семейного дела.;x
ANY_TRADE_POST_STARTS;Любая фактория;x
religious_cb_succ_tip;§Y[Root.GetTitledFirstName]§! делает вассалами правителей своей веры и узурпирует все прочие титулы земли §Y[This.GetFullBaseName]§!.\n;x
ultimogeniture;Минорат;x
succ_ultimogeniture;Минорат;x
succ_ultimogeniture_desc;Этот закон наследования в противоположность распространенному Первородству предполагает, что титулы наследует младший из детей.;x
tanistry;Танистри;x
succ_tanistry;Танистри;x
succ_tanistry_desc;Правитель и все его вассалы, не ниже чем на 2 ранга, могут предложить наследника (таниста) из членов династии правителя. Вассалы склонны поддерживать старших членов побочных ветвей семьи, особенно претендентов.;x
title_tanist;Танист;x
TRIGGER_ULTIMOGENITURE_HEIR;Миноратный наследник;x
PATRICIAN_WEALTH_PRESTIGE;Благосостояние: $GOLD$¤;x
CANT_BUILD_TRADEPOST_HOSTILE;$WHO$ не является врагом;x
ca_con_wall_6;Феодосиевы стены;x
ca_con_wall_6_desc;Феодосиевы стены были воздвигнуты еще при императоре Феодосии II в начале V века, но по-прежнему остаются одним из самых грозных укреплений из когда-либо построенных руками человека.;x
#ct_rep_arsenal_1;Малый Арсенал;x
ct_rep_arsenal_1_desc;Небольшое собрание верфей и оружейных, сосредоточенных возле доков столицы республики.;x
ct_rep_arsenal_1;Арсенал;x
ct_rep_arsenal_2;Арсенал;x
ct_rep_arsenal_3;Арсенал;x
ct_rep_arsenal_2_desc;Сильно укрепленное собрание верфей и оружейных, сосредоточенных возле доков столицы республики.;x
#ct_rep_arsenal_3;Большой Арсенал;x
ct_rep_arsenal_3_desc;Это сильно укрепленное собрание верфей и оружейных складов есть не что иное, как промышленный комплекс, сосредоточенный вокруг доков столицы республики.;x
usurp_tp;Захватить факторию другой семьи;x
usurp_tp_desc;Ваш титул - [Root.GetTitle] позволяет узурпировать торговые представительства других знатных семей.;x
petition_doge_for_tp;Попросить себе торговые представительства.;x
petition_doge_for_tp_desc;[Root.Liege.GetTitle] рассмотрит Ваше прошение о торговых представительствах во имя справедливости.;x
forbid_daughter_tooltip;Вы велите своей дочери покончить с этой позорной связью.;x
EVTTOOLTIP_REP_500;Ваше прошение услышано.;x
EVTDESC_REP_500;Казна семьи [From.GetOnlyDynastyName] очень мала, в то время как богатство других семей растет с каждым днём. Разумеется, такое несправедливое распределение благ не может быть в интересах республики. Не могли бы Вы рассмотреть возможность передачи некоторых факторий другой семьи в наши умелые руки?\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_500;Здесь вам не благотворительность.;x
EVTOPTB_REP_500;Хорошо, давайте посмотрим, что можно сделать...;x
EVTDESC_REP_501;Ваше прошение отклоняется. Если Вам нужно больше факторий, постройте их сами. Я не позволю Вам красть результаты упорного труда других людей.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_501;Но... но...;x
EVTTOOLTIP_REP_502;Вы информируете персонажа о том, что ему придется расстаться с некоторыми из торговых представительств.;x
EVTDESC_REP_502;Семья [FromFrom.GetOnlyDynastyName] в незавидном положении, что приносит ущерб республике в целом. Таким образом, я считаю своим долгом, как [From.GetTitle], вновь поставить их на ноги. К сожалению, это означает предоставление им некоторых из Ваших многочисленных контор. Думаю, Вы понимаете необходимость подобных мер.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_502;Это возмутительно!;x
EVTTOOLTIP_REP_503;У Вас нет выбора, кроме как удовлетворить его просьбу.;x
EVTDESC_REP_503;Кажется, у меня небольшой выбор. Очевидно, торговля пострадает от некомпетентного управления, но если Вы думаете, что так будет лучше, я передам эти фактории семье нищих и недовольных.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_503;Хорошо.;x
EVTTOOLTIP_REP_504;Вы информируете персонажа о том, что его запрос удовлетворен.;x
EVTDESC_REP_504;Ваше прошение заслуживает внимания. Я передаю Вам несколько торговых представительств, ранее принадлежавших семье [FromFrom.GetOnlyDynastyName]. Используйте их с умом.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_504;Благодарю, [From.PrimaryTitle.GetFOA]!;x
EVTOPTA_REP_505;Понимаю...;x
EVTDESC_REP_508;Хотя я не отрицаю, что Ваш запрос заслуживает внимания, похоже, что попросту нет представительств, доступных для передачи Вашей семье. Я направил запрос от Вашего имени другому купцу, но он был не совсем готов к... сотрудничеству. Тем не менее, я желаю вам успехов в любых начинаниях, старый друг.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_508;И на том спасибо...;x
EVTTOOLTIP_REP_508;Вы информируете персонажа о том, что сделали всё возможное.;x
EVTTOOLTIP_REP_510;Вы представляете свой запрос на несколько торговых контор.;x
EVTDESC_REP_510;В продолжение моих усилий по обеспечению безопасности республики, я думаю, будет лучше, если моя семья получит прямой контроль над несколькими стратегическими факториями, в настоящее время принадлежащими Дому [Root.GetOnlyDynastyName]. Благодарю Вас за понимание.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_510;Какая дерзость!;x
EVTOPTB_REP_510;Я так не думаю.;x
EVTOPTC_REP_510;Несомненно, такое поведение не достойно титула [From.GetTitle].;x
EVTOPTD_REP_510;Давайте не будем спешить, мой дорогой [From.GetFirstName]...;x
EVTDESC_REP_511;Хорошо. Будьте прокляты, берите но знайте: в один прекрасный день всё изменится. Наслаждайтесь этим, пока можете, [Root.PrimaryTitle.GetFOA].\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_511;Смело...;x
EVTTOOLTIP_REP_512;Обладая высоким навыком управления, Вы можете легко доказать, что фактории будут намного эффективнее, оставаясь под Вашим руководством;x
EVTDESC_REP_512;Как бы я не хотел выполнить Ваши требования, боюсь, что эти фактории будут служить республике намного лучше под моим непосредственным руководством. Если хотите, я могу представить достаточные доказательства того, как я улучшил их состояние. Совесть не позволяет мне отдать их в чьи-либо руки.\n\nПодпись: \n[From.GetTitledName];x
EVTOPTA_REP_512;Этот раунд Вы выиграли, [From.GetFirstName]...;x
EVTTOOLTIP_REP_513;Вы используете свои дипломатические навыки, чтобы показать глупость этой просьбы, которая ставит под угрозу сами основы республики.;x
EVTDESC_REP_513;Уважаемый [Root.GetFirstName], позвольте мне поделиться своими взглядами на дипломатию. Как [Root.GetTitle], Вы зависите от доброй воли городской знати. Как Вы думаете они отреагируют, если им станет известен факт того, что Вы можете произвольно конфисковать их имущество?\n\nПодпись: \n[From.GetTitledName];x
EVTTOOLTIP_REP_514;С Вашим навыком интриги, Вы уже приняли меры по обеспечению преданности людей, служащих в этих факториях.;x
EVTDESC_REP_514;Я боюсь, что эти фактории принесут Вам мало пользы, [Root.GetTitle]. С помощью интриг, я обеспечил полную лояльность служащих там людей. Им велено сжечь всё дотла, если правлению семьи [Root.GetOnlyDynastyName] будет что-то угрожать...\n\nПодпись: \n[From.GetTitledName];x
SongsOfProsperityDLC;Songs Of Prosperity (дополнение);x
